thisRow.t,notes,onset,color_angle,selected,participant_id,task,
,,21.48334330000216,48,46.035353186544945,lc,recall_with_text,
,,34.99428479996277,16,20.788245689030315,lc,recall_with_text,
,,69.82832519995281,264,-92.62422002778206,lc,recall_with_text,
,,119.06279769999674,344,-42.75425743410493,lc,recall_with_text,
,,135.16213519999292,296,-56.58341860468707,lc,recall_with_text,
,,159.7115669999621,320,-45.196891938071914,lc,recall_with_text,
,,171.62993269995786,304,-56.46395301569255,lc,recall_with_text,
,,185.2625841999543,352,0.5161642297648366,lc,recall_with_text,
,,197.92975670000305,72,66.44773632710535,lc,recall_with_text,
,,212.31301389995497,56,46.999992299034176,lc,recall_with_text,
,,224.0798809999833,112,83.76967538599436,lc,recall_with_text,
,,241.18086490000132,328,-24.928474135461272,lc,recall_with_text,
,,253.98050889995648,336,-23.167434573536266,lc,recall_with_text,
,,276.03189199999906,8,1.4028815326514685,lc,recall_with_text,
,,286.66459609998856,192,176.89196906500018,lc,recall_with_text,
,,301.1142525000032,200,-162.030860259843,lc,recall_with_text,
,,315.13125019997824,208,-158.50521637580766,lc,recall_with_text,
,,329.1477857999853,120,121.04549082686316,lc,recall_with_text,
,,342.4990755000035,96,94.23639479905884,lc,recall_with_text,
,,354.78217839996796,240,-136.70135460532612,lc,recall_with_text,
,,366.098634199996,136,154.9006191335786,lc,recall_with_text,
,,376.6324908999959,216,-144.30688097377623,lc,recall_with_text,
,,386.3332626000047,24,32.87898454741424,lc,recall_with_text,
,,397.267647199973,248,-119.48577269807836,lc,recall_with_text,
,,412.73297149996506,152,155.86934779483389,lc,recall_with_text,
,,426.6336815999821,176,168.93512924593443,lc,recall_with_text,
,,443.91855459997896,168,-168.30228475331424,lc,recall_with_text,
,,462.4170838999562,272,-96.19787763343085,lc,recall_with_text,
,,474.21951229998376,160,-176.0090869015702,lc,recall_with_text,
,,493.80108359997394,224,-142.019109298515,lc,recall_with_text,
,,504.7190009999904,280,-99.87783628985557,lc,recall_with_text,
,,517.3702728999779,232,-132.7643631038537,lc,recall_with_text,
,,530.1848785000038,288,-85.27986306895644,lc,recall_with_text,
,,545.552100299974,80,70.67367532670227,lc,recall_with_text,
,,560.0683197999606,40,39.57678140322665,lc,recall_with_text,
,,576.5864471999812,0,20.94560257118783,lc,recall_with_text,
,,592.1694444000022,32,25.93080646265187,lc,recall_with_text,
,,601.720818199974,128,114.93206117480504,lc,recall_with_text,
,,613.3896090000053,64,51.494940267704386,lc,recall_with_text,
,,622.62027819996,104,73.51313618359295,lc,recall_with_text,
,,633.6370003999909,144,142.14768978638588,lc,recall_with_text,
,,649.0714487999794,256,-94.74396594304045,lc,recall_with_text,
,,665.6387624999625,312,-46.74746480623308,lc,recall_with_text,
,,676.9553149999701,184,-162.2658820273404,lc,recall_with_text,
,,689.705624299997,88,85.34365365110393,lc,recall_with_text,
