thisRow.t,notes,onset,selected,color_angle,participant_id,task,
,,26.282739599992055,37.830637081383216,24.0,lc_blue,recall,
,,42.06663309998112,302.85090839255867,288.0,lc_blue,recall,
,,56.71588289999636,285.90883191130246,304.0,lc_blue,recall,
,,77.56563269998878,74.09382091671274,88.0,lc_blue,recall,
,,95.59884029999375,88.95361809290185,104.0,lc_blue,recall,
,,111.98252760001924,300.6421316371647,336.0,lc_blue,recall,
,,126.11800800001947,109.84834601889688,96.0,lc_blue,recall,
,,146.0346442000009,155.71687505545532,144.0,lc_blue,recall,
,,161.51740310003515,177.9636745452017,176.0,lc_blue,recall,
,,174.40110890002688,213.21525149373718,216.0,lc_blue,recall,
,,188.0019005999784,316.87174496528877,344.0,lc_blue,recall,
,,200.75192110001808,39.379466171408026,8.0,lc_blue,recall,
,,211.98431349999737,270.8145770497597,248.0,lc_blue,recall,
,,232.31876240001293,150.51422730192164,136.0,lc_blue,recall,
,,245.61895520001417,271.67647104680674,312.0,lc_blue,recall,
,,261.85280860000057,225.34724289708578,240.0,lc_blue,recall,
,,273.6867611000198,22.640305824630598,32.0,lc_blue,recall,
,,288.1362814999884,121.2038883176618,80.0,lc_blue,recall,
,,302.70194090000587,320.51613119531294,352.0,lc_blue,recall,
,,314.7704053000198,142.90716270295846,192.0,lc_blue,recall,
,,327.30244499997934,254.88283234541285,280.0,lc_blue,recall,
,,343.5542745999992,148.4258092497147,128.0,lc_blue,recall,
,,359.48770340002375,177.07114180030692,168.0,lc_blue,recall,
,,375.17166350001935,201.75020683732538,208.0,lc_blue,recall,
,,385.37156420003157,35,72.0,lc_blue,recall,
,,399.62226099998225,242.60118136778559,152.0,lc_blue,recall,
,,410.638523600006,16.55035991033842,0.0,lc_blue,recall,
,,425.37278099998366,275.8424892661916,296.0,lc_blue,recall,
,,438.37256220000563,152.03492334447805,112.0,lc_blue,recall,
,,455.83935389999533,232.97676878752662,224.0,lc_blue,recall,
,,468.00649860000703,159.61696617056305,160.0,lc_blue,recall,
,,481.2234764000168,145.30484646876604,120.0,lc_blue,recall,
,,494.83906149998074,36.76438067579049,56.0,lc_blue,recall,
,,507.856800700014,29.485772698078375,16.0,lc_blue,recall,
,,522.4407410999993,281.50481532625884,272.0,lc_blue,recall,
,,534.3906578000169,194.57421619803873,200.0,lc_blue,recall,
,,550.6910046000266,25.91275549480236,40.0,lc_blue,recall,
,,564.8243775999872,242.10272896905235,264.0,lc_blue,recall,
,,575.7740635999944,237.99461679191648,232.0,lc_blue,recall,
,,588.0921302000061,267.49837718571825,320.0,lc_blue,recall,
,,599.7754860999994,232.93133201710452,256.0,lc_blue,recall,
,,616.359012400033,180.75055679636426,184.0,lc_blue,recall,
,,628.6260591000319,39.22188093087335,64.0,lc_blue,recall,
,,637.7241122000269,54,48.0,lc_blue,recall,
,,649.0268575000227,282.2647737278924,328.0,lc_blue,recall,
