thisRow.t,notes,onset,color_angle,selected,participant_id,task,
,,16.315230300009716,56,52.76516601842533,lc,recall_with_text,
,,35.67618990002666,328,-39.374088709668264,lc,recall_with_text,
,,78.07528980000643,304,-38.89068321476312,lc,recall_with_text,
,,99.30792799999472,256,-104.03624346792648,lc,recall_with_text,
,,112.74369839997962,72,72.63051508901593,lc,recall_with_text,
,,131.40978220000397,312,-31.301282992915546,lc,recall_with_text,
,,149.3600327000022,144,157.16634582208246,lc,recall_with_text,
,,159.40932480001356,32,30.677280021796452,lc,recall_with_text,
,,178.99458280002,216,-150.49648970071965,lc,recall_with_text,
,,199.27778130001388,280,-82.5788840674294,lc,recall_with_text,
,,229.24424249998992,40,41.71472352526157,lc,recall_with_text,
,,241.7609162000008,264,-76.21368201132805,lc,recall_with_text,
,,253.2456251999829,184,178.0325979700807,lc,recall_with_text,
,,269.0457029999816,232,-148.32892409938225,lc,recall_with_text,
,,278.87902120000217,248,-78.96579099674975,lc,recall_with_text,
,,296.1289579999866,120,82.31809538374854,lc,recall_with_text,
,,306.91235320002306,208,-154.7157386433258,lc,recall_with_text,
,,325.6123679000302,192,-166.4377542355507,lc,recall_with_text,
,,345.5968646000256,352,-7.0667297164010785,lc,recall_with_text,
,,355.33046249998733,152,176.78193871620581,lc,recall_with_text,
,,368.7132662999793,112,84.8521151758637,lc,recall_with_text,
,,378.5475070999819,80,82.81146285726335,lc,recall_with_text,
,,388.5136801000335,88,90.0,lc,recall_with_text,
,,411.9469628999941,176,-174.93638314696992,lc,recall_with_text,
,,429.4474320000154,0,0.9835219191391023,lc,recall_with_text,
,,450.6986526999972,320,-26.45528928163251,lc,recall_with_text,
,,467.8823391000042,48,48.83959633795347,lc,recall_with_text,
,,478.64902990002884,336,-14.486875138385551,lc,recall_with_text,
,,500.3684905000264,168,171.90346283211156,lc,recall_with_text,
,,509.2502136999974,64,53.558874739097604,lc,recall_with_text,
,,525.0826874999912,344,-40.111599051875245,lc,recall_with_text,
,,536.9668670999818,136,117.17455775375318,lc,recall_with_text,
,,554.5203521000221,160,-179.49741833327897,lc,recall_with_text,
,,571.8667771000182,128,121.17393819937126,lc,recall_with_text,
,,586.0665516000008,16,16.927513064147043,lc,recall_with_text,
,,602.2851587000187,200,-173.99099404250546,lc,recall_with_text,
,,614.8036262000096,272,-79.49967968174803,lc,recall_with_text,
,,630.0346559000318,8,6.737888594750847,lc,recall_with_text,
,,643.534272400022,96,73.94392340060158,lc,recall_with_text,
,,661.5013125999831,240,-133.48814565717325,lc,recall_with_text,
,,682.6693199999863,296,-57.68038349181982,lc,recall_with_text,
,,699.3852577999933,224,-130.680724972372,lc,recall_with_text,
,,716.8380976000335,24,33.90627698844215,lc,recall_with_text,
,,727.6207926000352,104,90.265256343376,lc,recall_with_text,
,,739.1042187000276,288,-75.57922687248902,lc,recall_with_text,
