thisRow.t,notes,onset,color_angle,selected,participant_id,task,
,,14.326579499989748,8.0,5.869600443014707,lc_blue,trad_text_to_color,
,,31.268768000009004,128.0,193.54497336794552,lc_blue,trad_text_to_color,
,,49.13578539999435,40.0,61.4096159392094,lc_blue,trad_text_to_color,
,,60.2687811999931,176.0,157.3100270667433,lc_blue,trad_text_to_color,
,,72.919485899969,232.0,217.6029729304994,lc_blue,trad_text_to_color,
,,92.98572689999128,136.0,121.13897243697885,lc_blue,trad_text_to_color,
,,115.01905659999466,344.0,308.5833629632098,lc_blue,trad_text_to_color,
,,124.30413439997938,320.0,328.54578573987067,lc_blue,trad_text_to_color,
,,137.97090019995812,96.0,123.69006752597979,lc_blue,trad_text_to_color,
,,159.13644609996118,104.0,96.66665989090137,lc_blue,trad_text_to_color,
,,176.8222695000004,288.0,271.3384429210237,lc_blue,trad_text_to_color,
,,189.07112320000306,192.0,215.63155391689415,lc_blue,trad_text_to_color,
,,209.83851869998034,24.0,52.70499719883898,lc_blue,trad_text_to_color,
,,223.53945899999235,296.0,248.69421638217125,lc_blue,trad_text_to_color,
,,245.02264539996395,144.0,189.54240011467388,lc_blue,trad_text_to_color,
,,260.10696379997535,240.0,230.6730221399253,lc_blue,trad_text_to_color,
,,269.7402200999786,256.0,208.73979529168804,lc_blue,trad_text_to_color,
,,289.0571401999914,64.0,93.56048053491688,lc_blue,trad_text_to_color,
,,298.38987429998815,16.0,8.358068443700004,lc_blue,trad_text_to_color,
,,318.25645509996684,152.0,164.84150140689442,lc_blue,trad_text_to_color,
,,335.07313919998705,264.0,221.75386631300722,lc_blue,trad_text_to_color,
,,344.22478389996104,0.0,11.611486423888492,lc_blue,trad_text_to_color,
,,357.0570169999846,280.0,308.919259067183,lc_blue,trad_text_to_color,
,,385.45823319995543,80.0,66.08563850634384,lc_blue,trad_text_to_color,
,,396.3749813999748,160.0,157.68786370499834,lc_blue,trad_text_to_color,
,,413.442661100009,48.0,48.366460663429805,lc_blue,trad_text_to_color,
,,425.24372809997294,72.0,73.02968098228337,lc_blue,trad_text_to_color,
,,442.6430408000015,112.0,98.02723751043196,lc_blue,trad_text_to_color,
,,459.0095973999705,304.0,306.2685327305858,lc_blue,trad_text_to_color,
,,469.65997350000544,168.0,183.39971415912325,lc_blue,trad_text_to_color,
,,488.8920026999549,352.0,308.480198248343,lc_blue,trad_text_to_color,
,,505.46335779997753,184.0,175.05166624997565,lc_blue,trad_text_to_color,
,,517.4621434999863,272.0,267.89005715186676,lc_blue,trad_text_to_color,
,,531.9102842999855,208.0,204.91274649942667,lc_blue,trad_text_to_color,
,,549.0099925000104,336.0,321.3005132345846,lc_blue,trad_text_to_color,
,,572.3455771000008,56.0,99.29330859939712,lc_blue,trad_text_to_color,
,,587.4952953999746,328.0,324.13961513677236,lc_blue,trad_text_to_color,
,,609.7278947999584,32.0,41.423665625002656,lc_blue,trad_text_to_color,
,,634.3793135999586,224.0,195.78075330951538,lc_blue,trad_text_to_color,
,,655.530566499976,216.0,217.15829678489695,lc_blue,trad_text_to_color,
,,668.378619599971,88.0,103.19812048076115,lc_blue,trad_text_to_color,
,,693.5958574999822,200.0,177.65738799350174,lc_blue,trad_text_to_color,
,,706.3647368999664,120.0,83.8844964337146,lc_blue,trad_text_to_color,
,,717.5134115999681,312.0,272.98428214359336,lc_blue,trad_text_to_color,
,,735.5977484000032,248.0,227.33364642376358,lc_blue,trad_text_to_color,
