thisRow.t,notes,onset,color_angle,selected,participant_id,task,
,,52.12038590002339,240,-142.60577957438184,lc,recall_with_text,
,,67.94183760002488,200,-159.6296348973299,lc,recall_with_text,
,,95.79216950002592,80,77.02357811998795,lc,recall_with_text,
,,130.94513040001038,104,104.64188454123337,lc,recall_with_text,
,,149.4120988000068,232,-134.3219750892487,lc,recall_with_text,
,,163.54714400001103,72,69.94390526342458,lc,recall_with_text,
,,193.61116840003524,304,-58.73626830562258,lc,recall_with_text,
,,208.36197490000632,192,-148.2405199151872,lc,recall_with_text,
,,222.12861240003258,48,39.48386880468708,lc,recall_with_text,
,,238.9443409999949,216,-129.30654589265416,lc,recall_with_text,
,,262.02916269999696,8,7.954886449250649,lc,recall_with_text,
,,277.8787747999886,312,-42.436229788535,lc,recall_with_text,
,,317.5961716999882,296,-86.50155543497783,lc,recall_with_text,
,,334.27945949998684,280,-83.63382377536675,lc,recall_with_text,
,,358.800161799998,320,-27.004090702759655,lc,recall_with_text,
,,369.2299821000197,56,54.19665589162891,lc,recall_with_text,
,,382.29721490002703,168,177.33699923393286,lc,recall_with_text,
,,406.1317788999877,224,-135.1700166508803,lc,recall_with_text,
,,416.431124499999,160,-175.10090754621226,lc,recall_with_text,
,,431.6154228000087,24,10.133109914469811,lc,recall_with_text,
,,451.3149451999925,88,79.14358665193775,lc,recall_with_text,
,,471.34848950000014,208,-140.0070864271059,lc,recall_with_text,
,,492.1165078000049,0,-2.2025981617658053,lc,recall_with_text,
,,514.5494462000206,112,94.17856896888948,lc,recall_with_text,
,,528.6163551000063,288,-74.3485935461446,lc,recall_with_text,
,,547.7505946999881,144,135.7029804227356,lc,recall_with_text,
,,561.9837702999939,32,33.88126519061457,lc,recall_with_text,
,,577.4516987000243,120,97.64676201356717,lc,recall_with_text,
,,591.037053100008,184,-174.92629526993704,lc,recall_with_text,
,,606.8186627000105,136,136.161241908314,lc,recall_with_text,
,,623.5343737000367,96,81.29504289360106,lc,recall_with_text,
,,632.387417800026,64,59.53445508054013,lc,recall_with_text,
,,648.2895915000117,40,43.45184230102203,lc,recall_with_text,
,,659.3204359000083,152,138.4737560052599,lc,recall_with_text,
,,679.203299899993,128,92.03632545479827,lc,recall_with_text,
,,696.9194882999873,16,14.826479970355665,lc,recall_with_text,
,,713.236751199991,272,-86.25701170431287,lc,recall_with_text,
,,728.4201647000154,336,-16.886791123944043,lc,recall_with_text,
,,741.4053363000276,328,-30.677280021796452,lc,recall_with_text,
,,755.5564085000078,256,-101.46217953689556,lc,recall_with_text,
,,772.7372419000021,176,-151.91210683179096,lc,recall_with_text,
,,797.37234609999,264,-97.83552510648856,lc,recall_with_text,
,,815.4219384000171,344,-3.6214847041173397,lc,recall_with_text,
,,824.3380087999976,352,-3.1945894651104347,lc,recall_with_text,
,,838.7232932000188,248,-121.231909548517,lc,recall_with_text,
