thisRow.t,notes,onset,response,stim,participant_id,task,
,,28.335657999967225,230.51491159124507,248.0,lc_blue,match,
,,52.53420429996913,323.9332616059662,312.0,lc_blue,match,
,,73.1200802999665,6.445418036259688,0.0,lc_blue,match,
,,88.88600090000546,115.80453239994712,152.0,lc_blue,match,
,,106.73574520001421,348.64298801355733,320.0,lc_blue,match,
,,118.95473830000265,11.671578218236382,24.0,lc_blue,match,
,,134.76963970001088,273.1080309349998,280.0,lc_blue,match,
,,152.30327879998367,173.40008301808612,184.0,lc_blue,match,
,,168.90455759997712,143.1825229978214,160.0,lc_blue,match,
,,188.55510080000386,154.08111442895358,168.0,lc_blue,match,
,,226.03940820001299,101.74803949673965,120.0,lc_blue,match,
,,250.68845580000198,216.52885536698517,232.0,lc_blue,match,
,,290.1561142000137,35.42577211490818,48.0,lc_blue,match,
,,304.8061263000127,74.74488129694222,96.0,lc_blue,match,
,,328.9231336999801,207.46550009407932,216.0,lc_blue,match,
,,342.6564898999641,353.50419815458235,336.0,lc_blue,match,
,,379.04054179997183,270.0,288.0,lc_blue,match,
,,418.0425211999682,59.83138585094245,72.0,lc_blue,match,
,,442.87623220001115,208.25558170479155,200.0,lc_blue,match,
,,467.3601045999676,213.62390614717285,224.0,lc_blue,match,
,,504.60930760001065,105.36993975077802,128.0,lc_blue,match,
,,524.511513400008,73.24973549497429,80.0,lc_blue,match,
,,542.478039700014,64.87814185089564,88.0,lc_blue,match,
,,560.2110446000006,53.1825229978214,64.0,lc_blue,match,
,,583.1442666999646,339.03428815944255,328.0,lc_blue,match,
,,607.8776717999717,115.85186254206042,136.0,lc_blue,match,
,,624.944897599984,137.55289814717176,144.0,lc_blue,match,
,,642.6631259999704,190.1428636787627,192.0,lc_blue,match,
,,670.414757999999,253.16252737432362,272.0,lc_blue,match,
,,681.3297374999966,4,16.0,lc_blue,match,
,,701.6802655999782,235.22773241100384,256.0,lc_blue,match,
,,720.4968262999901,245.64699082497037,264.0,lc_blue,match,
,,756.7147130999947,92.12109639666146,104.0,lc_blue,match,
,,772.4306032999884,156.4204591192099,176.0,lc_blue,match,
,,808.3479825999821,358.3939970107177,344.0,lc_blue,match,
,,852.4152017000015,43.98302196928083,56.0,lc_blue,match,
,,876.3833564000088,21.25050550713324,32.0,lc_blue,match,
,,905.1005902999896,78.83511982245142,112.0,lc_blue,match,
,,929.1329017999815,351.9987968198618,352.0,lc_blue,match,
,,962.7842845999985,34.75591255354137,40.0,lc_blue,match,
,,1008.1861372999847,271.0184843477131,296.0,lc_blue,match,
,,1031.385497500014,195.19240900955026,208.0,lc_blue,match,
,,1071.6034614999662,280.52078431387434,304.0,lc_blue,match,
,,1110.0731932999915,230.32275070776822,240.0,lc_blue,match,
,,1122.289993399987,14.792387519593365,8.0,lc_blue,match,
